merchant_key,merchant_name,category,address,longitude,latitude,avg_price_cent,merchant_rating,business_status,review_key,review_content,review_rating,reviewed_at,author_ref,tags,owner_username
seafood-m01,蚝门夜宵,海鲜,武侯区科华北路88号,104.065,30.558,8800,4.3,OPEN,seafood-m01-r11,不会再去了，卫生条件太差了，反正周边选择很多。,1.1,2026-04-13T19:00:00,食客_002_12,生蚝,demo-merchant
seafood-m01,蚝门夜宵,海鲜,武侯区科华北路88号,104.065,30.558,8800,4.3,OPEN,seafood-m01-r12,太难吃了，上菜等了一个小时，绝对不会再来了。,1.3,2026-05-11T15:00:00,食客_002_13,生蚝,demo-merchant
seafood-m01,蚝门夜宵,海鲜,武侯区科华北路88号,104.065,30.558,8800,4.3,OPEN,seafood-m01-r13,清蒸的做法保留了原味，新鲜度太鲜美了。,4.4,2026-04-13T23:00:00,食客_002_14,生蚝,demo-merchant
seafood-m01,蚝门夜宵,海鲜,武侯区科华北路88号,104.065,30.558,8800,4.3,OPEN,seafood-m01-r14,食材不新鲜，卫生条件太差了，吃完还拉肚子了。,2.5,2026-05-27T15:00:00,食客_002_15,生蚝,demo-merchant
seafood-m01,蚝门夜宵,海鲜,武侯区科华北路88号,104.065,30.558,8800,4.3,OPEN,seafood-m01-r15,等了快一个小时，卫生条件太差了，体验极差。,1.4,2026-07-01T18:00:00,食客_002_16,生蚝,demo-merchant
seafood-m01,蚝门夜宵,海鲜,武侯区科华北路88号,104.065,30.558,8800,4.3,OPEN,seafood-m01-r16,等了快一个小时，上菜等了一个小时，体验极差。,1.7,2026-04-28T04:00:00,食客_002_17,生蚝,demo-merchant
seafood-m01,蚝门夜宵,海鲜,武侯区科华北路88号,104.065,30.558,8800,4.3,OPEN,seafood-m01-r17,等了快一个小时，上菜等了一个小时，体验极差。,2.1,2026-06-05T14:00:00,食客_002_18,生蚝,demo-merchant
seafood-m01,蚝门夜宵,海鲜,武侯区科华北路88号,104.065,30.558,8800,4.3,OPEN,seafood-m01-r18,性价比炸裂，味道比同价位高出一大截。,4.3,2026-06-16T23:00:00,食客_002_19,生蚝,demo-merchant
seafood-m01,蚝门夜宵,海鲜,武侯区科华北路88号,104.065,30.558,8800,4.3,OPEN,seafood-m01-r19,说是现做的但明显是预制菜，上菜等了一个小时，太假了。,2.4,2026-06-04T03:00:00,食客_002_20,生蚝,demo-merchant
seafood-m02,深蓝渔港,海鲜,锦江区九眼桥路102号,104.089,30.641,10500,4.4,OPEN,seafood-m02-r00,太难吃了，环境太吵了，绝对不会再来了。,2.0,2026-06-30T20:00:00,食客_003_01,海鲜,demo-merchant
seafood-m02,深蓝渔港,海鲜,锦江区九眼桥路102号,104.089,30.641,10500,4.4,OPEN,seafood-m02-r01,味道真的绝了，新鲜度特别棒，下次还要来！,4.7,2026-06-26T14:00:00,食客_003_02,海鲜,demo-merchant
seafood-m02,深蓝渔港,海鲜,锦江区九眼桥路102号,104.089,30.641,10500,4.4,OPEN,seafood-m02-r02,性价比很高，新鲜度在这个价位无对手。,4.5,2026-05-08T03:00:00,食客_003_03,海鲜,demo-merchant
seafood-m02,深蓝渔港,海鲜,锦江区九眼桥路102号,104.089,30.641,10500,4.4,OPEN,seafood-m02-r03,看评价挺高来的，实际性价比没有描述得好。,3.5,2026-06-30T01:00:00,食客_003_04,海鲜,demo-merchant
seafood-m02,深蓝渔港,海鲜,锦江区九眼桥路102号,104.089,30.641,10500,4.4,OPEN,seafood-m02-r04,没想到这个价位能吃到这么好的品种，太划算了。,4.1,2026-06-05T16:00:00,食客_003_05,海鲜,demo-merchant
seafood-m02,深蓝渔港,海鲜,锦江区九眼桥路102号,104.089,30.641,10500,4.4,OPEN,seafood-m02-r05,带家人来的，大家都夸品种好。,4.4,2026-06-17T02:00:00,食客_003_06,海鲜,demo-merchant
seafood-m02,深蓝渔港,海鲜,锦江区九眼桥路102号,104.089,30.641,10500,4.4,OPEN,seafood-m02-r06,味道真的绝了，新鲜度特别棒，下次还要来！,4.9,2026-06-13T14:00:00,食客_003_07,海鲜,demo-merchant
seafood-m02,深蓝渔港,海鲜,锦江区九眼桥路102号,104.089,30.641,10500,4.4,OPEN,seafood-m02-r07,喜欢吃海鲜的一定要来，品种绝对不后悔。,4.9,2026-05-04T17:00:00,食客_003_08,海鲜,demo-merchant
seafood-m02,深蓝渔港,海鲜,锦江区九眼桥路102号,104.089,30.641,10500,4.4,OPEN,seafood-m02-r08,服务员特别热情，推荐的新鲜度果然好吃。,4.6,2026-06-06T01:00:00,食客_003_09,海鲜,demo-merchant
seafood-m02,深蓝渔港,海鲜,锦江区九眼桥路102号,104.089,30.641,10500,4.4,OPEN,seafood-m02-r09,服务员特别热情，推荐的loud果然好吃。,4.5,2026-04-23T23:00:00,食客_003_10,海鲜,demo-merchant
seafood-m02,深蓝渔港,海鲜,锦江区九眼桥路102号,104.089,30.641,10500,4.4,OPEN,seafood-m02-r10,食材非常新鲜，品种一吃就知道是当天到的。,4.7,2026-05-25T17:00:00,食客_003_11,海鲜,demo-merchant
seafood-m02,深蓝渔港,海鲜,锦江区九眼桥路102号,104.089,30.641,10500,4.4,OPEN,seafood-m02-r11,周末特地过来的，品种没有让我失望。,4.2,2026-06-21T15:00:00,食客_003_12,海鲜,demo-merchant
seafood-m02,深蓝渔港,海鲜,锦江区九眼桥路102号,104.089,30.641,10500,4.4,OPEN,seafood-m02-r12,价格高得离谱，价格虚高，不值这个价。,1.5,2026-04-22T00:00:00,食客_003_13,海鲜,demo-merchant
seafood-m02,深蓝渔港,海鲜,锦江区九眼桥路102号,104.089,30.641,10500,4.4,OPEN,seafood-m02-r13,周末特地过来的，loud没有让我失望。,4.2,2026-04-27T20:00:00,食客_003_14,海鲜,demo-merchant
seafood-m02,深蓝渔港,海鲜,锦江区九眼桥路102号,104.089,30.641,10500,4.4,OPEN,seafood-m02-r14,不算难吃，但品种也没什么亮点。,3.1,2026-06-29T21:00:00,食客_003_15,海鲜,demo-merchant
seafood-m02,深蓝渔港,海鲜,锦江区九眼桥路102号,104.089,30.641,10500,4.4,OPEN,seafood-m02-r15,不算难吃，但loud也没什么亮点。,2.8,2026-05-23T00:00:00,食客_003_16,海鲜,demo-merchant
seafood-m02,深蓝渔港,海鲜,锦江区九眼桥路102号,104.089,30.641,10500,4.4,OPEN,seafood-m02-r16,没想到这个价位能吃到这么好的新鲜度，太划算了。,4.4,2026-05-28T00:00:00,食客_003_17,海鲜,demo-merchant
seafood-m02,深蓝渔港,海鲜,锦江区九眼桥路102号,104.089,30.641,10500,4.4,OPEN,seafood-m02-r17,环境超赞，新鲜度也加分。,4.9,2026-07-04T18:00:00,食客_003_18,海鲜,demo-merchant
seafood-m02,深蓝渔港,海鲜,锦江区九眼桥路102号,104.089,30.641,10500,4.4,OPEN,seafood-m02-r18,路过随便吃吃的，loud中规中矩。,2.9,2026-05-01T22:00:00,食客_003_19,海鲜,demo-merchant
seafood-m02,深蓝渔港,海鲜,锦江区九眼桥路102号,104.089,30.641,10500,4.4,OPEN,seafood-m02-r19,不算难吃，但loud也没什么亮点。,3.3,2026-06-20T15:00:00,食客_003_20,海鲜,demo-merchant
seafood-m03,蟹满堂,海鲜,青羊区西大街58号,104.048,30.675,15800,4.6,OPEN,seafood-m03-r00,清蒸的做法保留了原味，新鲜度太鲜美了。,5.0,2026-04-14T18:00:00,食客_004_01,海鲜,demo-merchant
seafood-m03,蟹满堂,海鲜,青羊区西大街58号,104.048,30.675,15800,4.6,OPEN,seafood-m03-r01,说是现做的但明显是预制菜，价格虚高，太假了。,1.6,2026-06-20T03:00:00,食客_004_02,海鲜,demo-merchant
seafood-m03,蟹满堂,海鲜,青羊区西大街58号,104.048,30.675,15800,4.6,OPEN,seafood-m03-r02,性价比炸裂，味道比同价位高出一大截。,4.6,2026-06-10T21:00:00,食客_004_03,海鲜,demo-merchant
seafood-m03,蟹满堂,海鲜,青羊区西大街58号,104.048,30.675,15800,4.6,OPEN,seafood-m03-r03,种类很丰富，新鲜度随便点都不踩雷。,4.9,2026-04-30T04:00:00,食客_004_04,海鲜,demo-merchant
seafood-m03,蟹满堂,海鲜,青羊区西大街58号,104.048,30.675,15800,4.6,OPEN,seafood-m03-r04,食材非常新鲜，味道一吃就知道是当天到的。,4.2,2026-05-11T21:00:00,食客_004_05,海鲜,demo-merchant
seafood-m03,蟹满堂,海鲜,青羊区西大街58号,104.048,30.675,15800,4.6,OPEN,seafood-m03-r05,路过随便吃吃的，性价比中规中矩。,3.3,2026-06-14T00:00:00,食客_004_06,海鲜,demo-merchant
seafood-m03,蟹满堂,海鲜,青羊区西大街58号,104.048,30.675,15800,4.6,OPEN,seafood-m03-r06,清蒸的做法保留了原味，味道太鲜美了。,4.5,2026-04-24T03:00:00,食客_004_07,海鲜,demo-merchant
seafood-m03,蟹满堂,海鲜,青羊区西大街58号,104.048,30.675,15800,4.6,OPEN,seafood-m03-r07,口感非常好，味道让人欲罢不能。,4.5,2026-04-13T20:00:00,食客_004_08,海鲜,demo-merchant
seafood-m03,蟹满堂,海鲜,青羊区西大街58号,104.048,30.675,15800,4.6,OPEN,seafood-m03-r08,周末特地过来的，新鲜度没有让我失望。,4.3,2026-05-11T19:00:00,食客_004_09,海鲜,demo-merchant
seafood-m03,蟹满堂,海鲜,青羊区西大街58号,104.048,30.675,15800,4.6,OPEN,seafood-m03-r09,带家人来的，大家都夸味道好。,4.7,2026-06-29T18:00:00,食客_004_10,海鲜,demo-merchant
seafood-m03,蟹满堂,海鲜,青羊区西大街58号,104.048,30.675,15800,4.6,OPEN,seafood-m03-r10,带家人来的，大家都夸新鲜度好。,4.5,2026-04-25T18:00:00,食客_004_11,海鲜,demo-merchant
seafood-m03,蟹满堂,海鲜,青羊区西大街58号,104.048,30.675,15800,4.6,OPEN,seafood-m03-r11,周末特地过来的，性价比没有让我失望。,5.0,2026-06-22T23:00:00,食客_004_12,海鲜,demo-merchant
seafood-m03,蟹满堂,海鲜,青羊区西大街58号,104.048,30.675,15800,4.6,OPEN,seafood-m03-r12,太难吃了，价格虚高，绝对不会再来了。,1.4,2026-06-23T04:00:00,食客_004_13,海鲜,demo-merchant
seafood-m03,蟹满堂,海鲜,青羊区西大街58号,104.048,30.675,15800,4.6,OPEN,seafood-m03-r13,带家人来的，大家都夸新鲜度好。,4.1,2026-04-22T19:00:00,食客_004_14,海鲜,demo-merchant
seafood-m03,蟹满堂,海鲜,青羊区西大街58号,104.048,30.675,15800,4.6,OPEN,seafood-m03-r14,服务员特别热情，推荐的新鲜度果然好吃。,4.4,2026-06-30T14:00:00,食客_004_15,海鲜,demo-merchant
seafood-m03,蟹满堂,海鲜,青羊区西大街58号,104.048,30.675,15800,4.6,OPEN,seafood-m03-r15,看评价挺高来的，实际性价比没有描述得好。,3.6,2026-06-03T04:00:00,食客_004_16,海鲜,demo-merchant
seafood-m03,蟹满堂,海鲜,青羊区西大街58号,104.048,30.675,15800,4.6,OPEN,seafood-m03-r16,口感非常好，新鲜度让人欲罢不能。,4.7,2026-07-09T04:00:00,食客_004_17,海鲜,demo-merchant
seafood-m03,蟹满堂,海鲜,青羊区西大街58号,104.048,30.675,15800,4.6,OPEN,seafood-m03-r17,食材非常新鲜，新鲜度一吃就知道是当天到的。,4.8,2026-05-26T03:00:00,食客_004_18,海鲜,demo-merchant
seafood-m03,蟹满堂,海鲜,青羊区西大街58号,104.048,30.675,15800,4.6,OPEN,seafood-m03-r18,带家人来的，大家都夸味道好。,4.6,2026-06-29T19:00:00,食客_004_19,海鲜,demo-merchant
seafood-m03,蟹满堂,海鲜,青羊区西大街58号,104.048,30.675,15800,4.6,OPEN,seafood-m03-r19,太难吃了，价格虚高，绝对不会再来了。,2.3,2026-05-05T01:00:00,食客_004_20,海鲜,demo-merchant
seafood-m04,鲜蒸坊,海鲜,成华区建设路48号,104.1,30.657,6800,4.2,OPEN,seafood-m04-r00,不会再去了，上菜等了一个小时，反正周边选择很多。,1.6,2026-05-12T18:00:00,食客_005_01,海鲜,demo-merchant
seafood-m04,鲜蒸坊,海鲜,成华区建设路48号,104.1,30.657,6800,4.2,OPEN,seafood-m04-r01,不算难吃，但空间也没什么亮点。,3.2,2026-06-25T16:00:00,食客_005_02,海鲜,demo-merchant
seafood-m04,鲜蒸坊,海鲜,成华区建设路48号,104.1,30.657,6800,4.2,OPEN,seafood-m04-r02,食材不新鲜，上菜等了一个小时，吃完还拉肚子了。,1.0,2026-06-18T00:00:00,食客_005_03,海鲜,demo-merchant
seafood-m04,鲜蒸坊,海鲜,成华区建设路48号,104.1,30.657,6800,4.2,OPEN,seafood-m04-r03,味道真的绝了，味道特别棒，下次还要来！,4.3,2026-06-21T15:00:00,食客_005_04,海鲜,demo-merchant
seafood-m04,鲜蒸坊,海鲜,成华区建设路48号,104.1,30.657,6800,4.2,OPEN,seafood-m04-r04,清蒸的做法保留了原味，性价比太鲜美了。,4.3,2026-07-06T00:00:00,食客_005_05,海鲜,demo-merchant
seafood-m04,鲜蒸坊,海鲜,成华区建设路48号,104.1,30.657,6800,4.2,OPEN,seafood-m04-r05,带家人来的，大家都夸空间好。,4.6,2026-05-19T20:00:00,食客_005_06,海鲜,demo-merchant
seafood-m04,鲜蒸坊,海鲜,成华区建设路48号,104.1,30.657,6800,4.2,OPEN,seafood-m04-r06,口感非常好，性价比让人欲罢不能。,4.2,2026-05-03T22:00:00,食客_005_07,海鲜,demo-merchant
seafood-m04,鲜蒸坊,海鲜,成华区建设路48号,104.1,30.657,6800,4.2,OPEN,seafood-m04-r07,凑合能吃，空间填饱肚子没问题。,3.4,2026-05-18T18:00:00,食客_005_08,海鲜,demo-merchant
seafood-m04,鲜蒸坊,海鲜,成华区建设路48号,104.1,30.657,6800,4.2,OPEN,seafood-m04-r08,食材不新鲜，上菜等了一个小时，吃完还拉肚子了。,1.3,2026-06-27T04:00:00,食客_005_09,海鲜,demo-merchant
seafood-m04,鲜蒸坊,海鲜,成华区建设路48号,104.1,30.657,6800,4.2,OPEN,seafood-m04-r09,种类很丰富，性价比随便点都不踩雷。,4.0,2026-04-17T18:00:00,食客_005_10,海鲜,demo-merchant
seafood-m04,鲜蒸坊,海鲜,成华区建设路48号,104.1,30.657,6800,4.2,OPEN,seafood-m04-r10,价格高得离谱，去了根本没有座位，不值这个价。,1.7,2026-04-16T03:00:00,食客_005_11,海鲜,demo-merchant
seafood-m04,鲜蒸坊,海鲜,成华区建设路48号,104.1,30.657,6800,4.2,OPEN,seafood-m04-r11,说是现做的但明显是预制菜，上菜等了一个小时，太假了。,1.9,2026-04-14T19:00:00,食客_005_12,海鲜,demo-merchant
seafood-m04,鲜蒸坊,海鲜,成华区建设路48号,104.1,30.657,6800,4.2,OPEN,seafood-m04-r12,路过随便吃吃的，出餐速度中规中矩。,3.1,2026-05-07T14:00:00,食客_005_13,海鲜,demo-merchant
seafood-m04,鲜蒸坊,海鲜,成华区建设路48号,104.1,30.657,6800,4.2,OPEN,seafood-m04-r13,价格不算贵，性价比还算对得起价格。,3.7,2026-04-16T04:00:00,食客_005_14,海鲜,demo-merchant
seafood-m04,鲜蒸坊,海鲜,成华区建设路48号,104.1,30.657,6800,4.2,OPEN,seafood-m04-r14,性价比很高，味道在这个价位无对手。,4.4,2026-04-12T03:00:00,食客_005_15,海鲜,demo-merchant
seafood-m04,鲜蒸坊,海鲜,成华区建设路48号,104.1,30.657,6800,4.2,OPEN,seafood-m04-r15,服务员特别热情，推荐的出餐速度果然好吃。,5.0,2026-06-10T01:00:00,食客_005_16,海鲜,demo-merchant
seafood-m04,鲜蒸坊,海鲜,成华区建设路48号,104.1,30.657,6800,4.2,OPEN,seafood-m04-r16,路过随便吃吃的，味道中规中矩。,2.6,2026-06-17T21:00:00,食客_005_17,海鲜,demo-merchant
seafood-m04,鲜蒸坊,海鲜,成华区建设路48号,104.1,30.657,6800,4.2,OPEN,seafood-m04-r17,看评价挺高来的，实际出餐速度没有描述得好。,3.2,2026-07-01T00:00:00,食客_005_18,海鲜,demo-merchant
seafood-m04,鲜蒸坊,海鲜,成华区建设路48号,104.1,30.657,6800,4.2,OPEN,seafood-m04-r18,环境超赞，性价比也加分。,4.8,2026-05-04T15:00:00,食客_005_19,海鲜,demo-merchant
seafood-m04,鲜蒸坊,海鲜,成华区建设路48号,104.1,30.657,6800,4.2,OPEN,seafood-m04-r19,食材不新鲜，去了根本没有座位，吃完还拉肚子了。,2.2,2026-05-27T22:00:00,食客_005_20,海鲜,demo-merchant
